time,bid,bid_depth,bid_depth_total,offer,offer_depth,offer_depth_total
20121130T011224,686.85,100,100,687.49,100,100
20121130T012158,686.86,100,100,687.49,100,100
20121130T012416,686.87,100,100,687.49,100,100
20121130T012624,687.,100,100,687.49,100,100
20121130T012626,686.87,100,100,687.49,100,100
20121130T012701,686.89,200,200,687.49,100,100
20121130T012719,686.87,100,100,687.49,100,100
20121130T013004,686.87,200,200,687.49,100,100
20121130T013007,686.88,100,100,687.49,100,100
20121130T013127,686.88,100,100,687.5,1100,1100
20121130T013141,686.88,100,100,687.5,1000,1000
20121130T013142,686.88,100,100,687.5,900,900
20121130T013205,686.88,100,100,687.5,600,600
20121130T013207,686.88,100,100,687.5,500,500
20121130T013213,686.88,100,100,687.5,400,400
20121130T013223,686.87,100,100,687.5,400,400
20121130T013235,686.87,100,100,688.7,2500,2500
20121130T013244,687.5,300,300,688.7,2500,2500
20121130T013409,687.5,300,300,688.5,100,100
20121130T013721,687.5,300,300,688.25,100,100
20121130T013755,687.5,200,200,688.25,100,100
20121130T014600,687.5,300,300,688.25,100,100
20121130T014852,687.5,300,300,688.49,100,100
20121130T014947,687.75,100,100,688.49,100,100
20121130T015749,687.75,100,100,688.4,100,100
20121130T015756,687.75,100,100,688.39,100,100
20121130T015811,687.75,200,200,688.39,100,100
20121130T015915,687.75,200,200,688.,100,100
20121130T015918,687.75,200,200,687.79,100,100
20121130T015919,687.75,100,100,688.,100,100
20121130T015947,687.51,100,100,688.68,100,100
20121130T015955,687.51,100,100,688.65,100,100
20121130T020000,687.51,100,100,688.65,200,200
20121130T020001,686.88,100,100,688.7,2500,2500
20121130T100201,689.11,100,100,698.86,100,100
20121130T100203,689.08,100,100,698.86,100,100
20121130T100204,689.07,100,100,698.86,100,100
20121130T100221,689.05,100,100,698.86,100,100
20121130T100223,689.02,100,100,698.86,100,100
20121130T100228,688.99,100,100,698.86,100,100
20121130T100230,688.93,100,100,698.86,100,100
20121130T100233,688.88,100,100,693.9,100,100
20121130T100234,688.9,100,100,698.86,100,100
20121130T100240,688.93,100,100,698.86,100,100
20121130T100241,688.91,100,100,698.86,100,100
20121130T100243,688.89,100,100,698.86,100,100
20121130T100244,688.9,100,100,698.86,100,100
20121130T100246,688.91,100,100,698.86,100,100
20121130T100247,688.92,100,100,698.86,100,100
20121130T100254,688.98,100,100,698.86,100,100
20121130T100311,688.98,100,100,698.53,100,100
20121130T100320,688.96,100,100,698.53,100,100
20121130T100328,689.,100,100,698.53,100,100
20121130T100330,688.97,100,100,698.53,100,100
20121130T100332,688.84,100,100,691.,100,100
20121130T100336,688.86,100,100,691.,100,100
20121130T100357,688.88,100,100,691.,100,100
20121130T100358,688.89,100,100,691.,100,100
20121130T100405,688.9,100,100,691.,100,100
20121130T100410,688.91,100,100,691.,100,100
20121130T100424,688.9,100,100,691.,100,100
20121130T100430,688.91,100,100,691.,100,100
20121130T100433,688.89,100,100,691.,100,100
20121130T100448,688.88,100,100,691.,100,100
20121130T100450,688.84,100,100,691.,100,100
20121130T100452,688.86,100,100,691.,100,100
20121130T100459,688.87,100,100,691.,100,100
20121130T100501,688.88,100,100,691.,100,100
20121130T100508,688.91,100,100,691.,100,100
20121130T100512,688.88,100,100,691.,100,100
20121130T100514,688.89,100,100,691.,100,100
20121130T100519,688.85,100,100,691.,100,100
20121130T100534,688.84,100,100,691.,100,100
20121130T100535,688.89,100,100,691.,100,100
20121130T100617,688.86,100,100,691.,100,100
20121130T100621,688.88,100,100,691.,100,100
20121130T100640,688.9,100,100,691.,100,100
20121130T100643,688.86,100,100,691.,100,100
20121130T100647,688.81,100,100,691.,100,100
20121130T100652,688.84,100,100,691.,100,100
20121130T100655,688.81,100,100,691.,100,100
20121130T100657,688.77,100,100,691.,100,100
20121130T100659,688.73,100,100,691.,100,100
20121130T100702,688.77,100,100,691.,100,100
20121130T100703,688.78,100,100,691.,100,100
20121130T100705,688.79,100,100,691.,100,100
20121130T100706,688.78,100,100,691.,100,100
20121130T100707,688.79,100,100,691.,100,100
20121130T100710,688.73,100,100,691.,100,100
20121130T100714,688.74,100,100,691.,100,100
20121130T100724,688.71,100,100,691.,100,100
20121130T100726,688.75,100,100,691.,100,100
20121130T100729,688.77,100,100,691.,100,100
20121130T100742,688.78,100,100,691.,100,100
20121130T100749,688.79,100,100,691.,100,100
20121130T100752,688.77,100,100,691.,100,100
20121130T100759,688.79,100,100,691.,100,100
20121130T100802,688.83,100,100,691.,100,100
20121130T100804,688.85,100,100,691.,100,100
20121130T100816,688.87,100,100,691.,100,100
20121130T100833,688.86,100,100,691.,100,100
20121130T100834,688.82,100,100,691.,100,100
20121130T100844,688.84,100,100,691.,100,100
20121130T100854,688.88,100,100,691.,100,100
20121130T100900,688.86,100,100,691.,100,100
20121130T100908,688.84,100,100,691.,100,100
20121130T100915,688.91,100,100,691.,100,100
20121130T100916,688.92,100,100,691.,100,100
20121130T100925,689.,100,100,691.,100,100
20121130T101110,689.,100,100,690.,100,100
20121130T101333,689.,100,100,690.,200,200
20121130T101509,688.26,100,100,690.,200,200
20121130T101511,687.86,100,100,690.,200,200
20121130T101512,688.04,100,100,690.,200,200
20121130T101514,688.07,100,100,690.,200,200
20121130T101514,688.08,100,100,690.,200,200
20121130T101517,687.87,100,100,690.,200,200
20121130T101518,688.,100,100,690.,100,100
20121130T101519,688.03,100,100,690.,100,100
20121130T101520,688.04,100,100,690.,100,100
20121130T101525,684.,100,100,690.,100,100
20121130T101545,686.52,100,100,690.,100,100
20121130T101547,686.91,100,100,690.,100,100
20121130T101548,686.92,100,100,690.,100,100
20121130T101550,686.84,100,100,690.,100,100
20121130T101601,686.87,100,100,690.,100,100
20121130T101606,686.88,100,100,690.,100,100
20121130T101617,686.9,100,100,690.,100,100
20121130T101634,686.,100,100,690.,100,100
20121130T101704,687.,100,100,690.,100,100
20121130T101919,688.5,100,100,690.,100,100
20121130T102300,689.25,100,100,690.,100,100
20121130T102541,689.25,100,100,693.4,100,100
20121130T102828,687.29,100,100,693.4,100,100
20121130T102831,687.3,100,100,693.4,100,100
20121130T102848,687.33,100,100,693.4,100,100
20121130T102851,687.35,100,100,693.4,100,100
20121130T102853,687.32,100,100,693.4,100,100
20121130T102857,687.77,100,100,693.4,100,100
20121130T102904,687.36,100,100,693.4,100,100
20121130T102905,687.58,100,100,693.4,100,100
20121130T102907,687.6,100,100,693.4,100,100
20121130T102909,687.62,100,100,693.4,100,100
20121130T102910,687.63,100,100,693.4,100,100
20121130T102916,689.44,100,100,693.4,100,100
20121130T102918,689.5,100,100,693.4,100,100
20121130T102938,689.47,100,100,693.4,100,100
20121130T102940,689.41,100,100,693.4,100,100
20121130T102941,689.45,100,100,693.4,100,100
20121130T102942,689.47,100,100,693.4,100,100
20121130T102950,689.48,100,100,693.4,100,100
20121130T102959,689.43,100,100,693.4,100,100
20121130T103002,689.44,100,100,693.4,100,100
20121130T103022,689.43,100,100,693.4,100,100
20121130T103028,689.49,100,100,693.4,100,100
20121130T103029,689.45,100,100,693.4,100,100
20121130T103100,684.,100,100,693.4,100,100
20121130T103102,689.43,100,100,693.4,100,100
20121130T103106,689.4,100,100,693.4,100,100
20121130T103112,689.38,100,100,693.4,100,100
20121130T103130,689.35,100,100,693.4,100,100
20121130T103140,689.33,100,100,693.4,100,100
20121130T103141,689.34,100,100,693.4,100,100
20121130T103149,689.39,100,100,693.4,100,100
20121130T103152,689.36,100,100,693.4,100,100
20121130T103156,689.4,100,100,693.4,100,100
20121130T103157,689.37,100,100,693.4,100,100
20121130T103204,689.4,100,100,693.4,100,100
20121130T103221,689.36,100,100,693.4,100,100
20121130T103223,689.31,100,100,693.4,100,100
20121130T103227,689.35,100,100,693.4,100,100
20121130T103231,689.38,100,100,693.4,100,100
20121130T103235,689.35,100,100,693.4,100,100
20121130T103238,689.34,100,100,693.4,100,100
20121130T103244,689.31,100,100,693.4,100,100
20121130T103248,689.32,100,100,693.4,100,100
20121130T103256,689.36,100,100,693.4,100,100
20121130T103307,689.4,100,100,693.4,100,100
20121130T103309,689.35,100,100,693.4,100,100
20121130T103310,689.37,100,100,693.4,100,100
20121130T103325,689.34,100,100,693.4,100,100
20121130T103328,691.,100,100,696.,100,100
20121130T103425,692.,100,100,696.,100,100
20121130T103501,692.,100,100,697.,100,100
20121130T103517,691.,100,100,699.35,100,100
20121130T103603,691.,100,100,697.,100,100
20121130T103644,691.,200,200,697.,100,100
20121130T103710,692.,100,100,697.,100,100
20121130T103840,691.,200,200,692.,100,100
20121130T110911,691.5,100,100,692.,100,100
20121130T111213,691.,100,100,692.,100,100
20121130T111357,691.,100,100,691.99,100,100
20121130T111405,691.,100,100,691.97,100,100
20121130T111415,691.,100,100,691.98,100,100
20121130T111430,688.59,100,100,691.98,100,100
20121130T111435,688.6,100,100,691.98,100,100
20121130T111447,688.58,100,100,691.98,100,100
20121130T111450,688.61,100,100,691.98,100,100
20121130T111452,688.62,100,100,691.98,100,100
20121130T111502,688.61,100,100,691.98,100,100
20121130T111505,688.62,100,100,691.98,100,100
20121130T111515,688.59,100,100,691.98,100,100
20121130T111518,688.62,100,100,691.98,100,100
20121130T111523,688.65,100,100,691.98,100,100
20121130T111529,688.62,100,100,691.98,100,100
20121130T111536,688.64,100,100,691.98,100,100
20121130T111538,688.66,100,100,691.98,100,100
20121130T111544,688.65,100,100,691.98,100,100
20121130T111546,688.66,100,100,691.98,100,100
20121130T111555,688.68,100,100,691.98,100,100
20121130T111604,688.66,100,100,691.98,100,100
20121130T111606,688.68,100,100,691.98,100,100
20121130T111624,688.7,100,100,691.98,100,100
20121130T111637,688.65,100,100,691.98,100,100
20121130T111641,688.66,100,100,691.98,100,100
20121130T111643,688.63,100,100,691.98,100,100
20121130T111644,688.65,100,100,691.98,100,100
20121130T111715,688.68,100,100,691.98,100,100
20121130T111716,688.69,100,100,691.98,100,100
20121130T111723,688.7,100,100,691.98,100,100
20121130T111732,688.67,100,100,691.98,100,100
20121130T111741,688.68,100,100,691.98,100,100
20121130T111748,688.65,100,100,691.98,100,100
20121130T111804,688.72,100,100,691.98,100,100
20121130T111806,688.73,100,100,691.98,100,100
20121130T111811,688.75,100,100,691.98,100,100
20121130T111812,688.76,100,100,691.98,100,100
20121130T111814,688.77,100,100,691.98,100,100
20121130T111817,688.78,100,100,691.98,100,100
20121130T111819,688.8,100,100,691.98,100,100
20121130T111820,688.78,100,100,691.98,100,100
20121130T111838,688.77,100,100,691.98,100,100
20121130T111848,688.81,100,100,691.98,100,100
20121130T111856,688.83,100,100,691.98,100,100
20121130T111858,688.8,100,100,691.98,100,100
20121130T111900,688.81,100,100,691.98,100,100
20121130T111905,688.8,100,100,691.98,100,100
20121130T111913,688.81,100,100,691.98,100,100
20121130T111917,688.84,100,100,691.98,100,100
20121130T111919,688.85,100,100,691.98,100,100
20121130T111932,688.9,100,100,691.98,100,100
20121130T111934,688.91,100,100,691.98,100,100
20121130T111938,688.94,100,100,691.98,100,100
20121130T111944,688.95,100,100,691.98,100,100
20121130T111953,688.97,100,100,691.98,100,100
20121130T111954,688.99,100,100,691.98,100,100
20121130T111957,688.93,100,100,691.98,100,100
20121130T111958,689.01,100,100,691.98,100,100
20121130T111959,689.,100,100,691.98,100,100
20121130T112005,688.97,100,100,691.98,100,100
20121130T112006,688.98,100,100,691.98,100,100
20121130T112019,685.26,100,100,691.98,100,100
20121130T112020,688.92,100,100,691.98,100,100
20121130T112022,688.87,100,100,691.98,100,100
20121130T112027,688.91,100,100,691.98,100,100
20121130T112031,688.92,100,100,691.98,100,100
20121130T112037,688.86,100,100,691.98,100,100
20121130T112106,688.88,100,100,691.98,100,100
20121130T112125,688.92,100,100,691.98,100,100
20121130T112127,688.94,100,100,691.98,100,100
20121130T112139,688.93,100,100,691.98,100,100
20121130T112140,688.96,100,100,691.98,100,100
20121130T112143,688.97,100,100,691.98,100,100
20121130T112145,689.02,100,100,691.98,100,100
20121130T112147,689.03,100,100,691.98,100,100
20121130T112148,689.04,100,100,691.98,100,100
20121130T112149,689.01,100,100,691.98,100,100
20121130T112152,688.95,100,100,691.98,100,100
20121130T112155,688.98,100,100,691.98,100,100
20121130T112157,689.,100,100,691.98,100,100
20121130T112200,688.93,100,100,691.98,100,100
20121130T112202,688.94,100,100,691.98,100,100
20121130T112207,688.92,100,100,691.98,100,100
20121130T112208,688.94,100,100,691.98,100,100
20121130T112211,688.94,100,100,692.,100,100
20121130T112213,688.95,100,100,692.,100,100
20121130T112224,685.26,100,100,692.,100,100
20121130T112225,688.91,100,100,692.,100,100
20121130T112233,688.87,100,100,692.,100,100
20121130T112247,688.84,100,100,692.,100,100
20121130T112257,688.72,100,100,692.,100,100
20121130T112259,688.67,100,100,692.,100,100
20121130T112303,688.64,100,100,692.,100,100
20121130T112309,688.66,100,100,692.,100,100
20121130T112311,688.65,100,100,692.,100,100
20121130T112315,688.62,100,100,692.,100,100
20121130T112316,688.64,100,100,692.,100,100
20121130T112321,688.58,100,100,692.,100,100
20121130T112322,688.61,100,100,692.,100,100
20121130T112332,688.62,100,100,692.,100,100
20121130T112340,688.6,100,100,692.,100,100
20121130T112343,688.61,100,100,692.,100,100
20121130T112344,688.63,100,100,692.,100,100
20121130T112347,685.26,100,100,692.,100,100
20121130T112730,689.5,100,100,692.,100,100
20121130T113838,685.26,100,100,692.,100,100
20121130T113857,687.,1000,1000,692.,100,100
20121130T115337,687.,1000,1000,691.5,1000,1000
20121130T115815,688.,1000,1000,691.5,1000,1000
20121130T120600,688.85,100,100,691.5,1000,1000
20121130T120609,688.86,100,100,691.5,1000,1000
20121130T120612,688.92,100,100,691.5,1000,1000
20121130T120618,688.91,100,100,691.5,1000,1000
20121130T120620,688.,1000,1000,691.5,1000,1000
20121130T121216,688.,1100,1100,691.5,1000,1000
20121130T121222,688.01,100,100,691.5,1000,1000
20121130T121228,688.,1000,1000,691.5,1000,1000
20121130T121701,688.5,100,100,691.5,1000,1000
20121130T123521,690.,100,100,691.5,1000,1000
20121130T123537,690.,100,100,691.3,100,100
20121130T123539,690.,100,100,691.5,1000,1000
20121130T124625,690.,100,100,692.,100,100
20121130T124632,690.,100,100,692.,1100,1100
20121130T125250,690.,100,100,691.9,100,100
20121130T125408,690.,100,100,691.2,100,100
20121130T125810,690.,100,100,691.2,200,200
20121130T125831,690.,100,100,691.,100,100
20121130T125937,690.,100,100,691.,200,200
20121130T130013,690.,200,200,691.,200,200
20121130T131008,690.2,200,200,691.,200,200
20121130T131117,690.,200,200,690.2,100,100
20121130T131154,688.49,100,100,690.2,100,100
20121130T131156,688.52,100,100,690.2,100,100
20121130T131213,688.49,100,100,690.2,100,100
20121130T131215,689.5,500,500,690.2,100,100
20121130T131330,689.5,500,500,690.,1000,1000
20121130T131353,688.4,100,100,690.,1000,1000
20121130T131355,688.42,100,100,690.,1000,1000
20121130T131359,688.43,100,100,690.,1000,1000
20121130T131411,688.43,100,100,689.5,100,100
20121130T131420,688.45,100,100,689.5,100,100
20121130T131426,688.51,100,100,689.5,100,100
20121130T131427,688.08,100,100,689.5,100,100
20121130T131429,688.28,100,100,689.5,100,100
20121130T131431,688.33,100,100,689.5,100,100
20121130T131440,688.41,100,100,689.5,100,100
20121130T131442,685.26,100,100,689.5,100,100
20121130T131504,683.5,100,100,689.5,100,100
20121130T131524,685.,1000,1000,689.5,100,100
20121130T131542,687.25,100,100,689.5,100,100
20121130T131552,688.37,100,100,689.5,100,100
20121130T131602,688.37,100,100,689.5,1100,1100
20121130T131731,688.84,100,100,689.5,1100,1100
20121130T131735,688.85,100,100,689.5,1100,1100
20121130T131736,688.91,100,100,689.5,1100,1100
20121130T131741,688.88,100,100,689.5,1100,1100
20121130T131743,688.89,100,100,689.5,1100,1100
20121130T131744,688.9,100,100,689.5,1100,1100
20121130T131800,688.91,100,100,689.5,1100,1100
20121130T131808,688.92,100,100,689.5,1100,1100
20121130T131813,688.91,100,100,689.5,1100,1100
20121130T131816,688.89,100,100,689.5,1100,1100
20121130T131819,688.91,100,100,689.5,1100,1100
20121130T131834,688.89,100,100,689.5,1100,1100
20121130T131842,688.91,100,100,689.5,1100,1100
20121130T131850,688.88,100,100,689.5,1100,1100
20121130T131900,688.9,100,100,689.5,1100,1100
20121130T131903,688.89,100,100,689.5,1100,1100
20121130T131905,688.9,100,100,689.5,1100,1100
20121130T131906,688.88,100,100,689.5,1100,1100
20121130T131911,688.9,100,100,689.5,1100,1100
20121130T131916,688.88,100,100,689.5,1100,1100
20121130T131917,688.82,100,100,689.5,1100,1100
20121130T131918,688.83,100,100,689.5,1100,1100
20121130T131925,688.8,100,100,689.5,1100,1100
20121130T131926,688.82,100,100,689.5,1100,1100
20121130T131927,688.83,100,100,689.5,1100,1100
20121130T131929,688.84,100,100,689.5,1100,1100
20121130T131935,688.85,100,100,689.5,1100,1100
20121130T131937,688.83,100,100,689.5,1100,1100
20121130T131942,688.84,100,100,689.5,1100,1100
20121130T131954,688.85,100,100,689.5,1100,1100
20121130T132009,688.86,100,100,689.5,1100,1100
20121130T132014,688.87,100,100,689.5,1100,1100
20121130T132015,688.86,100,100,689.5,1100,1100
20121130T132023,688.84,100,100,689.5,1100,1100
20121130T132026,688.81,100,100,689.5,1100,1100
20121130T132028,688.83,100,100,689.5,1100,1100
20121130T132029,688.86,100,100,689.5,1100,1100
20121130T132034,688.83,100,100,689.5,1100,1100
20121130T132037,688.85,100,100,689.5,1100,1100
20121130T132040,688.82,100,100,689.5,1100,1100
20121130T132042,688.85,100,100,689.5,1100,1100
20121130T132050,688.83,100,100,689.5,1100,1100
20121130T132053,688.78,100,100,689.5,1100,1100
20121130T132057,688.79,100,100,689.5,1100,1100
20121130T132102,688.83,100,100,689.5,1100,1100
20121130T132124,688.79,100,100,689.5,1100,1100
20121130T132125,688.8,100,100,689.5,1100,1100
20121130T132128,688.82,100,100,689.5,1100,1100
20121130T132130,688.86,100,100,689.5,1100,1100
20121130T132131,688.88,100,100,689.5,1100,1100
20121130T132136,688.85,100,100,689.5,1100,1100
20121130T132139,688.81,100,100,689.5,1100,1100
20121130T132140,688.78,100,100,689.5,1100,1100
20121130T132144,688.82,100,100,689.5,1100,1100
20121130T132149,688.8,100,100,689.5,1100,1100
20121130T132152,688.79,100,100,689.5,1100,1100
20121130T132204,688.88,100,100,689.5,1100,1100
20121130T132205,688.89,100,100,689.5,1100,1100
20121130T132207,688.88,100,100,689.5,1100,1100
20121130T132228,688.89,100,100,689.5,1100,1100
20121130T132233,688.88,100,100,689.5,1100,1100
20121130T132236,688.8,100,100,689.5,1100,1100
20121130T132237,688.77,100,100,689.5,1100,1100
20121130T132238,688.78,100,100,689.5,1100,1100
20121130T132240,688.79,100,100,689.5,1100,1100
20121130T132242,688.77,100,100,689.5,1100,1100
20121130T132243,688.78,100,100,689.5,1100,1100
20121130T132245,688.75,100,100,689.5,1100,1100
20121130T132258,688.79,100,100,689.5,1100,1100
20121130T132303,688.75,100,100,689.5,1100,1100
20121130T132304,688.78,100,100,689.5,1100,1100
20121130T132306,688.81,100,100,689.5,1100,1100
20121130T132309,688.79,100,100,689.5,1100,1100
20121130T132311,688.78,100,100,689.5,1100,1100
20121130T132312,688.79,100,100,689.5,1100,1100
20121130T132317,688.77,100,100,689.5,1100,1100
20121130T132320,688.78,100,100,689.5,1100,1100
20121130T132324,688.79,100,100,689.5,1100,1100
20121130T132331,688.79,100,100,689.5,500,500
20121130T132333,688.81,100,100,689.5,500,500
20121130T132337,688.86,100,100,689.5,500,500
20121130T132342,688.83,100,100,689.5,500,500
20121130T132350,688.85,100,100,689.5,500,500
20121130T132355,688.81,100,100,689.5,500,500
20121130T132357,688.82,100,100,689.5,500,500
20121130T132358,688.84,100,100,689.5,500,500
20121130T132409,688.8,100,100,689.5,500,500
20121130T132411,688.75,100,100,689.5,500,500
20121130T132414,688.46,100,100,689.5,500,500
20121130T132416,688.49,100,100,689.5,500,500
20121130T132421,688.46,100,100,689.5,500,500
20121130T132428,688.43,100,100,689.5,500,500
20121130T132431,688.45,100,100,689.5,500,500
20121130T132432,688.45,100,100,690.2,100,100
20121130T132437,688.47,100,100,690.2,100,100
20121130T132439,688.44,100,100,690.2,100,100
20121130T132451,688.46,100,100,690.2,100,100
20121130T132455,688.51,100,100,690.2,100,100
20121130T132456,688.5,100,100,690.2,100,100
20121130T132458,688.47,100,100,690.2,100,100
20121130T132502,688.45,100,100,690.2,100,100
20121130T132504,688.49,100,100,690.2,100,100
20121130T132510,688.46,100,100,690.2,100,100
20121130T132512,688.48,100,100,690.2,100,100
20121130T132520,688.51,100,100,690.2,100,100
20121130T132522,688.49,100,100,690.2,100,100
20121130T132523,688.47,100,100,690.2,100,100
20121130T132525,688.48,100,100,690.2,100,100
20121130T132527,688.49,100,100,690.2,100,100
20121130T132529,688.5,100,100,690.2,100,100
20121130T132530,688.49,100,100,690.2,100,100
20121130T132533,688.46,100,100,690.2,100,100
20121130T132534,688.44,100,100,690.2,100,100
20121130T132542,688.47,100,100,690.2,100,100
20121130T132543,688.48,100,100,690.2,100,100
20121130T132547,688.49,100,100,690.2,100,100
20121130T132549,688.46,100,100,690.2,100,100
20121130T132551,688.45,100,100,690.2,100,100
20121130T132552,688.49,100,100,690.2,100,100
20121130T132553,688.45,100,100,690.2,100,100
20121130T132555,688.48,100,100,690.2,100,100
20121130T132556,688.47,100,100,690.2,100,100
20121130T132558,688.48,100,100,690.2,100,100
20121130T132603,688.51,100,100,690.2,100,100
20121130T132605,688.5,100,100,690.2,100,100
20121130T132606,688.51,100,100,690.2,100,100
20121130T132623,688.48,100,100,690.2,100,100
20121130T132625,688.49,100,100,690.2,100,100
20121130T132629,688.47,100,100,690.2,100,100
20121130T132631,688.51,100,100,690.2,100,100
20121130T132632,688.52,100,100,690.2,100,100
20121130T132636,688.5,100,100,690.2,100,100
20121130T132641,688.45,100,100,690.2,100,100
20121130T132643,688.46,100,100,690.2,100,100
20121130T132646,688.49,100,100,690.2,100,100
20121130T132648,688.46,100,100,690.2,100,100
20121130T132649,688.47,100,100,690.2,100,100
20121130T132704,688.44,100,100,690.2,100,100
20121130T132705,688.37,200,200,690.2,100,100
20121130T132707,688.41,100,100,690.2,100,100
20121130T132710,688.37,100,100,690.2,100,100
20121130T132727,688.41,100,100,690.2,100,100
20121130T132728,688.42,100,100,690.2,100,100
20121130T132730,688.39,100,100,690.2,100,100
20121130T132731,688.37,100,100,690.2,100,100
20121130T132732,688.37,200,200,690.2,100,100
20121130T132735,688.37,100,100,690.2,100,100
20121130T133100,688.38,100,100,690.2,100,100
20121130T133102,688.4,100,100,690.2,100,100
20121130T133105,688.38,100,100,690.2,100,100
20121130T133108,688.37,100,100,690.2,100,100
20121130T133210,688.37,200,200,690.2,100,100
20121130T133214,688.41,100,100,690.2,100,100
20121130T133220,688.43,100,100,690.2,100,100
20121130T133226,688.44,100,100,690.2,100,100
20121130T133228,688.46,100,100,690.2,100,100
20121130T133236,688.43,100,100,690.2,100,100
20121130T133239,688.41,100,100,690.2,100,100
20121130T133240,688.45,100,100,690.2,100,100
20121130T133241,688.45,200,200,690.2,100,100
20121130T133243,688.42,100,100,690.2,100,100
20121130T133245,688.44,100,100,690.2,100,100
20121130T133248,688.42,100,100,690.2,100,100
20121130T133250,688.45,100,100,690.2,100,100
20121130T133253,688.46,100,100,690.2,100,100
20121130T133255,688.46,200,200,690.2,100,100
20121130T133259,688.46,100,100,690.2,100,100
20121130T133313,688.46,200,200,690.2,100,100
20121130T133339,688.46,100,100,690.2,100,100
20121130T133340,688.46,200,200,690.2,100,100
20121130T133342,688.46,100,100,690.2,100,100
20121130T133439,688.41,100,100,690.2,100,100
20121130T133440,688.42,100,100,690.2,100,100
20121130T133456,688.42,200,200,690.2,100,100
20121130T133458,688.44,100,100,690.2,100,100
20121130T133515,688.42,100,100,690.2,100,100
20121130T133521,688.43,100,100,690.2,100,100
20121130T133530,688.45,100,100,690.2,100,100
20121130T133531,688.42,100,100,690.2,100,100
20121130T133532,688.43,100,100,690.2,100,100
20121130T133538,688.42,100,100,690.2,100,100
20121130T133545,688.42,200,200,690.2,100,100
20121130T133549,688.42,100,100,690.2,100,100
20121130T133553,688.41,100,100,690.2,100,100
20121130T133554,688.42,100,100,690.2,100,100
20121130T133709,688.44,100,100,690.2,100,100
20121130T133711,688.42,100,100,690.2,100,100
20121130T133714,688.38,100,100,690.2,100,100
20121130T133901,689.,100,100,690.2,100,100
20121130T133919,689.,100,100,690.,100,100
20121130T133932,689.25,100,100,690.,100,100
20121130T134010,689.25,100,100,690.2,100,100
20121130T134034,689.25,300,300,690.2,100,100
20121130T134106,689.25,100,100,690.2,100,100
20121130T135128,689.,100,100,690.2,100,100
20121130T135403,689.,200,200,690.2,100,100
20121130T135601,690.,100,100,690.2,100,100
20121130T135608,689.,100,100,690.2,100,100
20121130T135908,689.03,200,200,690.2,100,100
20121130T135944,689.04,100,100,690.2,100,100
20121130T135953,689.03,200,200,690.2,100,100
20121130T140001,689.04,100,100,690.2,100,100
20121130T140100,689.9,100,100,690.2,100,100
20121130T140114,689.04,100,100,690.2,100,100
20121130T140201,689.,100,100,690.2,100,100
20121130T140613,689.,100,100,690.,100,100
20121130T140708,689.04,100,100,690.,100,100
20121130T140729,689.,100,100,690.,100,100
20121130T140818,688.37,100,100,690.,100,100
20121130T142205,688.4,100,100,690.,100,100
20121130T143002,688.37,100,100,690.,100,100
20121130T143043,688.45,100,100,690.,100,100
20121130T143049,688.46,100,100,690.,100,100
20121130T143053,688.45,100,100,690.,100,100
20121130T143059,688.46,100,100,690.,100,100
20121130T143153,688.45,100,100,690.,100,100
20121130T143427,688.45,100,100,689.99,100,100
20121130T143445,688.45,100,100,690.,100,100
20121130T144058,688.45,100,100,689.99,100,100
20121130T144101,688.46,100,100,689.99,100,100
20121130T144156,688.46,100,100,689.97,100,100
20121130T144203,688.46,100,100,689.93,100,100
20121130T144221,688.46,100,100,689.99,100,100
20121130T144258,688.46,100,100,689.98,100,100
20121130T144302,688.46,100,100,689.99,100,100
20121130T144358,688.47,100,100,689.99,100,100
20121130T144603,688.5,200,200,689.99,100,100
20121130T144606,688.51,100,100,690.,100,100
20121130T144625,688.51,100,100,690.,200,200
20121130T144632,688.52,100,100,690.,200,200
20121130T144633,688.51,100,100,690.,200,200
20121130T144640,688.53,100,100,690.,200,200
20121130T144651,688.53,100,100,689.25,200,200
20121130T144656,688.5,200,200,689.25,200,200
20121130T144742,688.55,100,100,689.25,200,200
20121130T144919,688.55,100,100,689.26,200,200
20121130T144920,688.55,100,100,689.28,200,200
20121130T144922,688.55,100,100,689.3,200,200
20121130T144924,688.55,100,100,689.32,200,200
20121130T144926,688.55,100,100,689.34,200,200
20121130T144927,688.55,100,100,689.36,200,200
20121130T144929,688.55,100,100,689.37,200,200
20121130T144930,688.55,100,100,689.39,200,200
20121130T144932,688.55,100,100,689.4,200,200
20121130T144947,688.5,200,200,689.4,200,200
20121130T145215,688.51,100,100,689.4,200,200
20121130T145414,688.51,500,500,689.4,200,200
20121130T145426,688.51,400,400,689.4,200,200
20121130T145438,688.5,200,200,689.4,200,200
20121130T145441,688.51,100,100,689.4,200,200
20121130T150553,688.96,100,100,689.4,200,200
20121130T150555,688.51,100,100,689.4,200,200
20121130T150919,688.51,100,100,689.25,100,100
20121130T151032,688.52,100,100,689.25,100,100
20121130T151045,688.52,100,100,689.2,100,100
20121130T151048,688.52,100,100,689.25,100,100
20121130T151051,688.52,100,100,689.2,100,100
20121130T151052,688.53,100,100,689.2,100,100
20121130T151113,688.53,100,100,689.25,100,100
20121130T151155,688.55,100,100,689.25,100,100
20121130T151202,688.55,100,100,689.3,100,100
20121130T151203,688.53,100,100,689.3,100,100
20121130T151206,688.53,100,100,689.25,100,100
20121130T151353,688.65,100,100,689.25,100,100
